Mathematics II
Data Structures
Basic Electronic Circuits
Computer Organization
IT Workshop -II
Skills-2
Mathematics III
Embedded and Intelligent Systems
Fundamental of Communication
Artificial Intelligence
Database Management Systems
Linear Electronic Circuits
Skills
IT Systems
Artificial Intelligence
Intro to VLSI
Computer Vision
Wireless Networks
Detection and Estimation Theory
Modeling and Simulation
Programming Systems
Advanced Algorithms
Modern Control Systems
Wireless Communication
Differential Equations
Convex Optimization
Biotechnology and Biochemistry
Mathematical Sciences
Public Speaking
Contemporary Gandhi
Participatory Modeling Methods for Societal Development
Digital Signal Processing
Advanced VLSI Design
Computer Systems Security
